BorrowerState,EmploymentStatus,EmploymentStatusDuration,LoanOriginalAmount
NY,Employed,96,10000
NY,Employed,121,4000
,Not available,,6001
IL,Employed,30,4000
OH,Full-time,98,3000
CA,Employed,2,20000
CA,Full-time,125,3500
,,,3500
MA,Full-time,105,6001
VA,Employed,4,20000
AR,Employed,64,4000
CA,Employed,84,10000
IL,Employed,31,20000
WY,Employed,96,25000
CT,Employed,67,4000
WA,Employed,50,15000
CA,Full-time,44,3000
CA,Full-time,1,1031
FL,Full-time,34,2500
GA,Self-employed,261,10000
OH,Employed,97,1500
CO,Full-time,22,5300
CO,Employed,88,2500
MD,Employed,176,18000
MD,Full-time,46,2500
WA,Employed,190,10000
MO,Employed,67,12500
NC,Employed,4,5500
MI,Employed,6,13000
CA,Employed,112,25000
NY,Full-time,15,4500
IL,Employed,47,17892
NJ,Employed,96,17000
TX,Employed,138,15000
SD,Employed,30,3600
NY,Employed,72,15000
IL,Full-time,24,13500
TX,Employed,45,10000
MO,Full-time,15,7500
SC,Self-employed,1,10000
IN,Employed,334,10000
TX,Employed,74,2000
IL,Employed,67,10000
NC,Full-time,10,1000
CA,Employed,1,12000
CA,Full-time,215,1270
NJ,Employed,132,2000
IN,Employed,229,5000
CA,Employed,89,10000
IL,Full-time,28,15000
CA,Employed,163,4000
OK,Employed,43,10000
,Not available,,2550
IL,Full-time,42,2200
OR,Employed,293,13500
WI,Employed,26,2850
MN,Other,102,4000
MI,Full-time,3,10000
FL,Employed,58,3500
NY,Employed,48,7579
CA,Employed,50,8000
CA,Employed,198,6500
NC,Employed,167,20000
GA,Full-time,28,4000
PA,Employed,102,15000
CA,Employed,155,10000
TN,Employed,38,15000
MO,Full-time,0,2500
MI,Full-time,200,4880
MO,Full-time,9,7500
MI,Full-time,157,10000
NY,Employed,81,5000
OK,Employed,108,4000
AL,Employed,376,15000
CA,Employed,2,10000
AZ,Self-employed,2,25000
NJ,Full-time,65,1500
WV,Full-time,71,1100
NY,Full-time,106,15000
CA,Employed,259,2000
CA,Full-time,1,8500
KS,Employed,79,3000
,Full-time,8,10000
RI,Employed,56,6692
CO,Employed,45,9500
NY,Not available,,5000
VA,Employed,22,3000
NY,Employed,124,3500
NE,Full-time,97,11500
OH,Employed,31,4500
WA,Employed,249,20000
PA,Full-time,12,4000
NY,Employed,90,10000
WI,Self-employed,37,10000
NY,Employed,39,17000
NY,Full-time,21,13000
NV,Employed,132,4000
CA,Employed,73,7000
CA,Employed,101,15000
NY,Employed,134,10000
CA,Employed,119,11500
WV,Self-employed,325,5000
IL,Not available,,12000
MD,Employed,93,4000
FL,Employed,11,4000
TX,Employed,3,4449
NV,Employed,107,4000
SD,Employed,4,13000
,Not available,,3250
CA,Employed,22,15000
NY,Full-time,34,3750
TX,Employed,12,30000
OR,Employed,120,15000
MS,Full-time,69,3000
OR,Employed,84,4000
NY,Other,36,4000
WI,Self-employed,200,2500
MI,Not available,,1000
CO,Employed,73,25000
MN,Employed,44,7000
NE,Full-time,71,12500
TX,Employed,236,15000
VA,Employed,214,35000
NM,Employed,114,4000
NY,Full-time,61,7500
GA,Employed,38,21500
CO,Employed,205,14000
CA,Employed,46,18000
MN,Full-time,164,15000
NV,Employed,25,4000
,Not available,,6000
TX,Self-employed,77,6000
GA,Employed,159,7500
WA,Employed,63,10426
MN,Employed,8,13500
TX,Employed,109,3500
CA,Full-time,48,10000
MS,Employed,335,10000
OH,Employed,179,4000
VA,Full-time,113,2000
ID,Employed,77,8500
VA,Employed,147,7000
MA,Full-time,273,11020
CA,Employed,233,4000
NY,Employed,337,9000
TX,Other,1,10000
FL,Employed,78,10000
NJ,Employed,292,8973
GA,Employed,201,8000
GA,Employed,64,7500
WA,Full-time,369,4000
,Not available,,25000
OH,Employed,58,15000
FL,Employed,307,3000
CA,Full-time,0,4500
IL,Employed,14,25000
SD,Employed,44,7000
NY,Employed,60,4000
AL,Full-time,27,5000
CO,Employed,43,2000
NJ,Employed,168,4000
CA,Employed,97,2500
MA,Employed,36,6100
SC,Employed,40,10000
TX,Employed,152,7000
IL,Employed,472,15000
NC,Self-employed,55,15000
TN,Other,126,4000
NY,Employed,86,12000
MO,Other,340,4000
MO,Full-time,81,2000
MO,Other,177,20000
OH,Employed,77,15000
NY,Employed,19,10000
NC,Full-time,33,6500
CA,Employed,103,15000
CA,Employed,178,10000
LA,Employed,28,8500
MO,Full-time,127,7500
MI,Employed,28,5000
NC,Employed,26,13500
LA,Employed,339,15000
,,,3500
FL,Part-time,25,2800
IN,Employed,177,2100
NY,Full-time,50,9200
NY,Employed,259,25000
CO,Self-employed,78,2400
TN,Full-time,18,6000
MI,Employed,231,8000
TN,Employed,181,10000
,Not available,,2550
NJ,Employed,107,4000
IL,Full-time,37,2700
MN,Employed,62,2000
OH,Employed,52,3500
MS,Employed,314,2000
FL,Employed,22,14000
IL,Full-time,33,5500
,Full-time,72,15000
PA,Employed,34,12000
OH,Employed,207,10000
VA,Employed,23,15000
MD,Full-time,122,15000
TX,Employed,15,4000
CA,Employed,77,20000
CA,Employed,57,10000
MD,Employed,83,3000
AL,Employed,81,4000
NC,Other,0,2600
VA,Employed,106,5500
VA,Employed,193,4000
OH,Full-time,23,1000
NY,Employed,114,7000
TX,Employed,8,20000
IL,Employed,51,15000
CA,Full-time,10,2000
TX,Employed,454,8000
KS,Full-time,311,2000
NJ,Employed,151,4000
MD,Full-time,13,15000
OK,Employed,54,7000
IL,Full-time,10,5000
FL,Employed,177,11500
PA,Employed,365,4500
OH,Employed,172,4000
AZ,Employed,48,3000
MI,Other,4,13000
TX,Employed,204,14500
IL,Not available,,7000
UT,Full-time,14,3000
OK,Other,90,7000
CA,Full-time,11,2375
OH,Employed,75,6000
CA,Employed,284,25000
TN,Employed,21,7500
NY,Employed,31,15000
FL,Employed,188,5000
MO,Employed,261,10000
NY,Employed,67,2000
VA,Employed,30,35000
VA,Employed,153,4000
CT,Employed,32,15000
MA,Employed,110,7000
CO,Employed,333,22000
NY,Employed,2,11000
NY,Employed,11,25000
UT,Full-time,2,3000
GA,Employed,96,14000
NM,Employed,6,3000
CO,Full-time,266,2500
FL,Full-time,20,7000
NY,Other,79,3000
TX,Not available,,7500
NE,Employed,107,8000
VA,Full-time,27,3000
CA,Full-time,257,4000
MD,Employed,226,7000
FL,Employed,5,5500
MD,Full-time,26,6100
GA,Employed,282,17500
IN,Employed,254,9000
CA,Employed,73,4000
PA,Employed,92,2500
TX,,,1325
KS,Not available,,7000
VA,Employed,11,4000
NJ,Not employed,6,6500
VA,Full-time,5,5000
VA,Employed,197,2000
VA,Employed,27,23500
CA,Part-time,6,5500
TX,Full-time,26,19500
MI,Employed,287,17000
RI,Employed,38,5555
MD,Employed,2,16500
NV,Employed,289,2000
CA,Employed,14,10000
TX,Employed,453,15000
FL,Employed,92,3000
IL,Full-time,42,4000
CA,Full-time,82,4000
MN,Employed,55,13000
CA,Employed,131,10000
MA,Full-time,61,6000
OR,Employed,147,15000
IL,Employed,43,2000
MO,Employed,60,10000
MN,Employed,4,10000
NC,Full-time,80,2700
NY,Employed,154,4000
CA,Self-employed,262,4000
TX,Other,120,4000
,Full-time,135,2500
MD,Full-time,3,1250
FL,Employed,109,4000
OK,Employed,127,4000
NH,Employed,169,2000
MA,Employed,84,4000
CA,Other,275,15000
UT,Employed,200,35000
NE,Full-time,174,4000
MD,Employed,46,3000
MN,Employed,31,15000
MI,Employed,30,15000
IN,Full-time,28,5000
,Not available,,3000
NY,Employed,34,7000
NJ,Employed,88,6000
TN,Employed,216,25000
MD,Full-time,30,25000
MO,Employed,33,15000
MO,Employed,108,9000
CO,Employed,6,15500
NV,Employed,40,12000
MD,Full-time,44,15000
NY,Not available,,3000
CA,Employed,63,25000
CA,Not available,,6000
FL,Full-time,26,2500
AZ,Employed,35,15000
AK,Employed,33,7500
OK,Employed,27,10000
SC,Full-time,13,5000
CA,Employed,83,6500
OH,Full-time,264,14000
IL,Employed,217,6000
CT,Employed,10,3000
WY,Employed,337,20000
GA,Full-time,65,3500
CA,Employed,158,8000
MI,Employed,220,25000
MO,Full-time,6,9999
CA,Employed,82,10000
VA,Employed,59,15000
MA,Full-time,92,5000
OH,Full-time,83,6000
VA,Employed,221,20000
UT,Full-time,158,4750
TX,Employed,4,4000
MI,Full-time,413,4000
NY,Employed,28,2000
MD,Employed,48,5109
,Full-time,19,3000
VA,Employed,26,4000
TX,Employed,149,4000
TN,Full-time,35,1000
NY,Employed,62,2700
MD,Employed,392,15000
OH,Full-time,109,6500
CA,Full-time,160,2550
GA,Full-time,2,5000
KY,Part-time,43,3500
MA,Employed,79,7000
FL,Full-time,51,5500
KS,Employed,3,6000
TN,Employed,166,7000
IL,Employed,122,7000
MO,Employed,91,15000
NJ,Full-time,161,10000
FL,Full-time,112,9000
MD,Employed,96,20000
AR,Employed,106,4000
NE,Part-time,6,1000
TX,Part-time,8,3000
WA,Employed,221,4000
NJ,Employed,7,13000
IN,Employed,145,4000
OR,Employed,88,25000
CA,Employed,162,2000
HI,Employed,319,4000
MD,Full-time,80,6200
MI,Full-time,50,2500
FL,Employed,102,8000
MD,Employed,98,2000
VA,Employed,106,8000
IN,Employed,107,2500
CA,Employed,202,10000
MN,Employed,50,4500
VA,Employed,95,5000
CA,Employed,84,18000
CA,Full-time,62,3000
MI,Employed,47,15000
NY,Employed,31,4500
NJ,Other,42,3000
NH,Not available,,10001
MI,Employed,16,4500
WI,Full-time,12,2000
NV,Other,0,4000
IN,Employed,6,10000
OK,Employed,37,15000
CO,Employed,6,9000
OR,Employed,14,10000
CA,Full-time,113,2400
CA,Employed,90,12000
NY,Full-time,25,11000
CA,Full-time,258,24000
RI,Full-time,128,7500
WA,Employed,99,15000
CO,Employed,61,4385
CA,Employed,21,8000
MI,Employed,55,10000
MA,Employed,90,10000
VA,Employed,114,30000
OK,Full-time,128,3000
IL,Employed,41,3200
,,,3000
MO,Employed,222,10657
WV,Employed,64,15000
GA,Employed,16,15000
NJ,Employed,234,10000
AR,Self-employed,33,8000
CA,Employed,20,4000
FL,Employed,41,10000
NM,Other,8,4000
,Full-time,3,7000
CA,Employed,43,15000
TN,Employed,140,10000
LA,Employed,45,6284
MS,Full-time,113,7500
MO,Employed,31,10000
NM,Full-time,89,3500
MI,Employed,201,5000
IL,Employed,187,15000
IN,Other,236,2000
AL,Self-employed,67,6000
MN,Employed,4,10000
NV,Employed,228,13000
CA,Full-time,2,5000
CT,Full-time,247,4500
NY,Employed,70,19000
TX,Not available,,1000
CA,Employed,98,3000
TN,Full-time,54,2000
FL,Employed,156,18581
FL,Full-time,271,15000
IL,Employed,123,2000
GA,Full-time,85,3000
NY,Full-time,62,1000
CO,Employed,23,3000
TX,Employed,33,10000
,Not available,,1000
WA,Employed,126,4000
WI,Employed,112,4000
NY,Employed,82,8000
AL,Full-time,27,10000
AZ,Employed,4,7000
TN,Employed,257,4000
MN,Full-time,64,5500
IL,Employed,29,15000
CA,Employed,88,6000
TX,Employed,16,7000
NY,Employed,42,10000
CA,Employed,21,3000
VA,Employed,285,15000
MA,Full-time,208,6001
PA,Employed,181,15000
,Not available,,10000
KS,Employed,19,5000
IA,Full-time,191,5000
FL,Full-time,63,3000
NC,Employed,120,2000
WA,Full-time,12,6000
UT,Full-time,24,6500
CA,Employed,48,9000
NJ,Employed,19,3000
MO,Full-time,50,1000
MS,Other,180,10000
FL,Full-time,45,25000
GA,Employed,248,7500
,Not available,,5000
MI,Full-time,59,5000
VA,Employed,132,15000
NY,Full-time,46,3500
IN,Employed,293,2500
NY,Self-employed,358,4000
TX,Employed,116,2500
,,,5000
MI,,,1500
OR,Employed,148,25000
NY,Employed,18,25000
,Part-time,18,4000
IL,Employed,210,23000
IN,Employed,294,2000
CA,Employed,13,4000
CT,Employed,14,4000
WV,Employed,94,4000
KY,Employed,27,10000
IL,Employed,79,3000
GA,Employed,266,15000
CA,Employed,178,15000
IL,Not employed,138,2500
CA,Full-time,193,3000
IL,Full-time,33,25000
CA,Employed,49,25000
FL,Full-time,108,12000
CA,Not available,,3000
MO,Not employed,4,5000
CA,Employed,164,15000
VT,Employed,25,15000
MD,Employed,54,8000
MA,Full-time,86,1000
IL,Employed,191,10000
IL,Self-employed,25,4000
NV,Employed,9,4000
OR,Full-time,82,12000
FL,Full-time,57,1000
CO,Employed,13,4000
NJ,Self-employed,15,10000
AK,Employed,65,25000
FL,Full-time,39,1500
OH,Full-time,17,7500
GA,Employed,234,20000
MD,Full-time,103,12000
CA,Employed,170,20000
NY,Employed,145,8135
IL,Other,11,15000
VA,Employed,93,4000
MN,Other,5,9500
WI,Full-time,8,4500
NY,Self-employed,134,2000
CO,Employed,50,10000
FL,Employed,141,5000
OR,Full-time,318,10000
PA,Employed,272,4000
GA,Employed,76,12000
GA,Other,43,15000
PA,Employed,362,4000
MA,Employed,98,10000
GA,Employed,25,5500
GA,Not available,,3100
IN,Full-time,95,2000
,Not available,,6500
WA,Full-time,32,4500
MO,Full-time,7,7500
MD,Employed,54,10000
VA,Employed,75,10000
FL,Employed,195,10500
RI,Full-time,83,10000
IN,Employed,39,10000
NC,Full-time,110,4855
CA,Employed,100,25000
PA,Employed,117,10000
HI,Employed,206,11000
CA,Employed,46,15000
NY,Employed,159,4000
MN,Employed,147,3000
UT,Self-employed,15,15000
WI,Employed,270,10000
NY,Full-time,6,1800
IL,Employed,112,20000
ID,Part-time,10,5000
CO,Employed,226,2500
TX,Employed,50,25000
RI,Other,191,15000
FL,Self-employed,87,2000
IL,Employed,156,2000
MN,Employed,36,15000
CA,Full-time,47,15000
OH,Full-time,4,2500
,,,3000
MA,Employed,128,4000
MI,Employed,17,4000
TX,Full-time,9,2000
CA,Employed,16,10000
VT,Self-employed,617,15000
IL,Full-time,2,25000
CA,Employed,89,13000
MD,Full-time,201,17285
NJ,Employed,90,20000
WY,Full-time,211,5000
SC,Full-time,4,1000
VA,Employed,13,10000
MI,Other,0,4000
GA,,,6800
CA,Employed,126,7000
KS,Self-employed,245,5000
MD,Employed,170,4000
,,,3500
NC,Self-employed,145,4000
NY,Employed,57,6200
NV,Employed,67,5000
MN,Employed,92,10000
PA,Employed,4,2000
MD,Full-time,17,10000
TX,Full-time,38,15000
OH,Employed,311,15000
TX,Employed,167,6500
NY,Other,324,5000
CA,Full-time,205,3000
MA,Employed,74,15000
NC,Full-time,11,8800
NJ,Retired,32,4000
MI,Full-time,47,4000
TX,Employed,28,8000
CA,Employed,48,15000
OR,Self-employed,84,11500
CA,Other,39,15000
PA,Employed,57,4000
KS,Employed,79,3500
NY,Employed,128,1300
KS,Not available,,3000
GA,Full-time,116,5000
AZ,Full-time,14,5000
NY,Employed,142,25000
MN,Employed,395,5000
,Part-time,107,3000
,Full-time,69,10000
WA,Employed,38,1500
FL,Employed,30,2500
GA,Employed,144,4000
FL,Employed,72,2000
KS,Full-time,86,1000
CA,Full-time,109,4500
FL,Employed,64,15000
CA,Employed,189,12500
OR,Self-employed,30,10000
NY,Employed,16,15000
KS,Employed,108,8500
CA,Employed,76,15000
OR,Employed,131,15000
CA,Not available,,2700
KS,Part-time,3,2500
MN,Employed,76,20000
GA,Employed,190,15000
PA,Employed,31,7500
NJ,Full-time,79,4000
CA,Not available,,3500
OK,Self-employed,1,10000
OH,Employed,6,4500
MI,Employed,49,20000
FL,Employed,63,15000
CA,Employed,352,10000
FL,Full-time,150,4000
KY,Employed,171,6500
FL,Not available,,5000
MD,Full-time,30,6000
IN,Employed,315,6000
AL,Not available,,3000
WA,Full-time,320,4500
,Not available,,3500
MO,Full-time,33,1000
MN,Employed,97,2500
MN,Employed,199,2000
MI,Employed,140,21000
NJ,Employed,243,7500
IN,Employed,6,4000
CA,Full-time,1,3000
WA,Retired,60,7500
UT,Employed,150,8500
CA,Employed,39,3000
CA,Other,0,4000
CA,Employed,114,4000
VA,Full-time,279,5000
VA,Employed,20,4000
NY,Full-time,256,1500
,,,1900
NJ,Employed,1,2500
UT,Part-time,4,2200
PA,Employed,52,2000
CA,Full-time,25,8000
MD,Full-time,74,10000
UT,Employed,296,10000
NV,Employed,140,10000
,Not available,,4800
NC,Full-time,173,7500
KY,Employed,110,15000
,Not available,,6001
OR,Employed,121,15000
MA,Full-time,1,2000
KY,Self-employed,169,15000
WA,Full-time,33,3000
,,,2500
MI,Employed,34,4000
MI,Other,22,10000
MI,Employed,7,4000
WI,Employed,72,10000
VA,Employed,14,15000
CA,Employed,135,7000
NY,Employed,41,4000
CA,Employed,179,13000
NH,Employed,29,2000
FL,Employed,25,10000
NY,Self-employed,52,15000
GA,Full-time,222,11000
SD,Other,33,3350
NH,Employed,20,15000
NJ,Employed,34,4000
WA,Self-employed,2,1000
NC,Employed,231,4000
CA,Full-time,207,4000
IN,Full-time,24,2500
GA,Full-time,27,2000
FL,Self-employed,73,8300
KS,Employed,46,25000
KY,Employed,77,10000
WI,Employed,70,5500
UT,Employed,162,11500
CA,Employed,69,15000
GA,Self-employed,19,12000
MN,Self-employed,69,5000
DE,Employed,262,10000
CA,Employed,78,10500
TX,Employed,122,18500
MO,Employed,27,6000
CA,Full-time,21,3000
TX,Employed,11,4000
NJ,Employed,62,4000
AR,Employed,2,3000
,Not available,,3001
TX,Employed,15,6500
OH,Employed,48,12500
TN,Full-time,224,4000
NY,Self-employed,242,10000
TX,Self-employed,12,23800
MT,Self-employed,37,3000
MS,Employed,169,3000
MA,Employed,30,9000
MD,Employed,46,12000
IL,Employed,113,10000
,,,22000
WA,Full-time,36,4000
TX,Employed,102,4000
VA,Employed,20,3000
IN,Full-time,69,2500
TX,Employed,113,2000
CA,Full-time,107,1800
NJ,Employed,68,20000
MI,Full-time,4,15000
CA,Employed,229,21000
IL,Employed,24,6500
IN,Self-employed,214,15000
CA,Employed,78,10000
MI,Employed,157,10000
CA,Employed,59,2500
CA,Employed,5,6500
LA,Self-employed,51,10000
MA,Employed,22,5000
NY,Employed,171,2000
CA,Full-time,22,6500
NC,Employed,108,10000
CO,Employed,182,15000
ME,Part-time,229,7499
MO,Full-time,49,4500
UT,Self-employed,11,3000
VA,Employed,466,2000
,,,2000
,Full-time,8,8423
NJ,Employed,279,11500
UT,Self-employed,82,6000
CA,Full-time,29,3500
ID,Employed,32,3000
FL,Self-employed,105,4000
AL,Employed,17,6500
OR,Full-time,151,10801
FL,Employed,217,5000
WA,Employed,238,25000
AK,Employed,66,15000
NY,Employed,103,15000
IN,Full-time,191,2000
NY,Employed,156,6000
MD,Employed,153,20000
CA,Other,292,15000
VA,Employed,155,2500
VA,Full-time,189,7400
CT,Full-time,345,2500
MD,Full-time,18,5500
WA,,,2500
CO,Full-time,80,6000
CO,Employed,169,15000
MI,Full-time,207,3275
WI,Employed,11,4000
CA,Employed,19,20000
CA,Full-time,61,1000
OR,Self-employed,3,4000
GA,Not available,,3001
MD,Other,51,3000
CA,Employed,7,10000
WV,Employed,218,4000
KS,Full-time,6,4000
MD,Employed,237,35000
CA,Self-employed,30,15000
CA,Part-time,7,1000
AZ,Not employed,128,4000
KY,Employed,38,2500
MD,Employed,40,4000
NY,Employed,5,5000
GA,Employed,109,20000
NY,Not employed,4,1000
NV,Full-time,7,2500
TX,Employed,51,1200
FL,Employed,5,5000
CA,Employed,381,15000
CA,Employed,342,13000
CA,Employed,141,4000
CA,Full-time,14,2500
,,,4800
CA,Employed,133,4000
TX,Full-time,104,9990
CA,Not available,,2550
IL,Employed,325,10000
IL,Employed,29,20000
TX,Self-employed,188,15000
TN,Employed,42,10000
IL,Employed,49,7500
CA,Employed,111,25000
FL,Employed,164,4000
CO,Employed,95,13000
OR,Self-employed,6,3000
NV,Full-time,13,3000
TX,Employed,205,17500
CA,Employed,125,4000
ID,Employed,110,4000
CA,Employed,214,3500
NY,Employed,46,2500
OR,Employed,27,15000
TX,Employed,16,4000
CT,Employed,23,6500
CO,Self-employed,12,3000
NJ,Full-time,262,4000
,Full-time,11,2500
MD,Employed,81,10000
NY,Self-employed,18,1000
NY,Full-time,15,6000
,Not available,,2000
OH,Full-time,459,1000
OH,Employed,147,2917
MA,Full-time,69,15000
KY,Full-time,200,2000
,,,2750
TX,Employed,172,13000
CA,Employed,48,15000
AZ,Full-time,78,12500
ID,Employed,3,2600
MD,Employed,19,4000
IL,Full-time,13,3200
MD,Employed,223,2000
AL,Employed,104,15000
CA,Employed,55,20000
OH,Employed,37,8500
TX,Self-employed,14,3000
CA,Employed,28,35000
VA,Not available,,4000
OH,Employed,68,2000
GA,Employed,140,10000
SC,Full-time,5,9000
FL,Full-time,12,1200
,,,2500
NV,Other,0,4000
CA,Employed,241,10000
FL,Full-time,269,2000
VA,Employed,58,20000
AZ,Employed,339,15000
IL,Employed,7,15000
MN,Employed,7,3000
OK,Employed,127,15190
DC,Other,146,9300
AZ,Full-time,9,20000
PA,Other,0,10000
NC,Employed,75,10000
AL,Employed,63,5800
CA,Employed,54,4500
NY,Full-time,327,9500
NY,Employed,27,9500
TX,Employed,38,10000
PA,Employed,32,4000
CO,Employed,125,6000
NY,Employed,12,4000
IL,Full-time,70,4500
TX,Employed,21,4000
LA,Self-employed,63,10000
NY,Employed,12,2850
VA,Self-employed,25,5000
NV,Employed,12,4000
GA,Full-time,22,8000
OR,Employed,2,7500
IL,Employed,8,10000
WY,Other,155,4000
,,,1000
NJ,Employed,164,10000
OR,Full-time,13,1600
,Full-time,13,6001
RI,Employed,211,5000
TX,Employed,79,15000
CO,Employed,38,9000
AZ,Full-time,38,2500
FL,Full-time,104,2500
KS,Employed,56,8975
,Full-time,99,5000
CA,Employed,59,4000
FL,Employed,119,8000
FL,Employed,168,5000
WI,Other,0,4000
MN,Full-time,69,2000
OH,Full-time,21,3500
CA,Employed,302,15000
NY,Employed,4,25000
NY,Retired,18,3600
MI,Full-time,177,12000
TX,Employed,88,4000
SD,Employed,41,7000
FL,Employed,65,6500
IL,Full-time,120,1675
IL,Employed,41,4000
TX,Full-time,17,8900
CA,Employed,143,2500
NY,Employed,3,6000
IL,Employed,52,5000
NC,Other,0,9000
FL,Employed,11,10000
AL,Other,104,13000
NV,Employed,56,5000
MI,Employed,174,2000
CT,Employed,300,18000
CA,Employed,93,3250
MI,Employed,217,12000
MN,Employed,5,15500
IL,Full-time,58,2500
TX,Employed,149,10000
WA,Employed,55,8000
TX,Full-time,141,4000
CO,Employed,98,15000
IN,Full-time,138,1800
AL,Full-time,24,3000
FL,Full-time,25,6000
IL,Employed,84,4000
NJ,Employed,81,2000
CO,Employed,7,5500
PA,Full-time,183,6000
VA,Full-time,83,3000
NY,Self-employed,19,4000
GA,Not available,,3100
MA,Employed,21,8500
GA,Employed,42,15000
GA,Employed,18,15000
MO,Full-time,3,2500
VA,Employed,96,15000
CA,Employed,69,10000
IL,Employed,90,6000
PA,Not employed,2,3000
TX,Employed,34,4000
VA,Employed,29,10000
,Full-time,236,5000
NJ,Employed,94,10000
NY,Employed,2,15000
,,,3000
NY,Employed,158,7500
NC,Employed,23,3250
MN,Employed,111,20000
NJ,Employed,93,15000
NY,Self-employed,149,4000
,Not available,,5000
OK,Full-time,215,5000
WI,Employed,48,14250
TN,Full-time,49,5000
HI,Employed,195,2000
AZ,Employed,167,3500
MD,Employed,33,15000
CA,Full-time,250,7000
FL,Full-time,67,3000
NJ,Employed,79,7500
MI,Employed,69,5000
MA,Full-time,5,1700
FL,Employed,121,4000
GA,Full-time,88,3001
TX,Full-time,260,6000
GA,Employed,205,5000
GA,Full-time,35,1500
CA,Employed,46,11000
,Not available,,3500
OH,Employed,62,6500
NJ,Employed,115,8500
,,,3001
NC,Employed,262,4000
TX,Full-time,5,1700
CA,Employed,90,4000
NH,Employed,5,12000
GA,Employed,92,10000
IL,Full-time,154,2500
SD,Employed,227,18000
OH,Employed,51,5000
FL,Employed,76,4500
CA,Employed,38,4000
NY,Employed,60,4000
MD,Employed,285,10000
TN,Other,0,20000
CA,Employed,314,8000
AL,Full-time,0,5000
AZ,Full-time,362,14000
KY,Employed,209,18500
OK,Self-employed,181,15000
CT,Employed,10,2500
CT,Self-employed,66,15000
MI,Employed,12,10000
FL,Self-employed,1,10000
CA,Full-time,22,1000
FL,Employed,10,6000
CA,Employed,65,7500
LA,Employed,15,15000
CA,Employed,62,6500
MN,Full-time,53,5000
,Not available,,4500
NC,Self-employed,16,10000
GA,Other,0,5000
TX,Full-time,15,10000
NC,Full-time,43,7500
FL,Retired,142,7000
TX,Employed,3,15000
FL,Employed,179,3500
